Vg,                   0,                 0.1,                 0.2,                 0.3,                 0.4,                 0.5,                 0.6,                 0.7,                 0.8,                 0.9,                   1,                 1.1,                 1.2,                 1.3,                 1.4,                 1.5,
Vd,                   0,                 0.1,                 0.2,                 0.3,                 0.4,                 0.5,                 0.6,                 0.7,                 0.8,                 0.9,                   1,
                   0,         -7.1733e-17,        -1.43466e-16,        -2.15199e-16,        -2.86932e-16,        -3.58665e-16,        -4.30398e-16,        -1.45568e-13,        -2.74277e-13,        -5.15007e-13,        -9.72964e-13,        -1.86181e-12,        -3.62587e-12,        -7.21237e-12,         -1.4693e-11,        -3.07204e-11,
         1.60195e-09,         4.33159e-08,         1.06151e-06,         1.15364e-05,         3.74027e-05,          6.5937e-05,         9.00893e-05,         0.000108871,         0.000123173,           0.0001341,         0.000142547,         0.000149167,         0.000154426,         0.000158656,         0.000162097,         0.000164923,
         2.10568e-09,         5.44321e-08,         1.27228e-06,         1.37025e-05,         4.96966e-05,         9.95734e-05,          0.00014832,         0.000189388,         0.000222077,         0.000247668,         0.000267732,         0.000283596,         0.000296272,         0.000306511,         0.000314864,          0.00032174,
         2.70245e-09,         6.64626e-08,         1.46779e-06,         1.49599e-05,         5.40872e-05,          0.00011296,         0.000178037,          0.00023881,         0.000290768,         0.000333493,         0.000368122,         0.000396119,         0.000418837,          0.00043739,         0.000452653,         0.000465305,
          3.4417e-09,         8.04618e-08,         1.67657e-06,         1.60969e-05,         5.69344e-05,         0.000119429,         0.000192339,         0.000265931,         0.000333753,         0.000392807,         0.000442722,         0.000484394,         0.000519054,         0.000547899,         0.000571979,         0.000592169,
         4.35176e-09,         9.67435e-08,         1.90222e-06,         1.72088e-05,         5.93405e-05,         0.000123792,         0.000200485,         0.000280991,         0.000359284,         0.000431374,           0.0004952,         0.000550377,         0.000597533,         0.000637666,         0.000671801,         0.000700869,
         5.46311e-09,         1.15595e-07,         2.14621e-06,         1.83205e-05,         6.15607e-05,         0.000127338,         0.000206177,         0.000290483,         0.000374982,         0.000455927,         0.000530709,         0.000597848,         0.000656958,         0.000708437,         0.000753064,           0.0007917,
         6.80996e-09,         1.37319e-07,         2.40949e-06,         1.94416e-05,         6.36828e-05,         0.000130483,         0.000210732,          0.00029734,         0.000385583,         0.000472173,         0.000554644,         0.000631186,         0.000700693,         0.000762796,         0.000817726,         0.000866068,
         8.43067e-09,         1.62232e-07,         2.69283e-06,         2.05766e-05,         6.57461e-05,         0.000133395,         0.000214671,         0.000302816,         0.000393468,         0.000483708,         0.000571365,         0.000654717,         0.000732443,         0.000803687,         0.000868108,         0.000925823,
         1.03682e-08,         1.90674e-07,         2.99688e-06,         2.17278e-05,         6.77714e-05,         0.000136157,         0.000218234,         0.000307487,         0.000399799,         0.000492508,         0.000583702,         0.000671857,         0.000755705,         0.000834243,         0.000906788,         0.000973031,
         1.26713e-08,         2.23001e-07,         3.32218e-06,         2.28965e-05,         6.97708e-05,         0.000138814,         0.000221548,         0.000311648,         0.000405169,         0.000499633,          0.00059332,         0.000684891,         0.000773215,         0.000857321,         0.000936421,          0.00100996,
Vg,                  -0,                -0.1,                -0.2,                -0.3,                -0.4,                -0.5,                -0.6,                -0.7,                -0.8,                -0.9,                  -1,                -1.1,                -1.2,                -1.3,                -1.4,                -1.5,
Vd,                  -0,                -0.1,                -0.2,                -0.3,                -0.4,                -0.5,                -0.6,                -0.7,                -0.8,                -0.9,                  -1,
                   0,         3.44664e-15,         6.89327e-15,         1.03399e-14,         1.34681e-13,         2.44743e-13,         2.30854e-13,         1.63389e-13,         2.75731e-14,         3.10197e-14,         3.44664e-14,          3.7913e-14,         4.13596e-14,         4.48063e-14,         4.82529e-14,         5.16996e-14,
         -1.1795e-11,        -3.50894e-10,        -1.04093e-08,        -2.85282e-07,        -4.07216e-06,        -1.66885e-05,        -3.40445e-05,        -5.18332e-05,        -6.83248e-05,        -8.30311e-05,        -9.59671e-05,        -0.000107314,        -0.000117289,        -0.000126091,        -0.000133899,         -0.00014086,
        -1.38698e-11,        -4.06459e-10,        -1.18703e-08,        -3.18117e-07,        -4.60958e-06,        -2.14436e-05,        -4.99044e-05,        -8.28885e-05,        -0.000115473,        -0.000145435,         -0.00017211,        -0.000195561,        -0.000216113,        -0.000234153,         -0.00025005,        -0.000264125,
         -1.5973e-11,        -4.60943e-10,        -1.32271e-08,         -3.4455e-07,        -4.87323e-06,        -2.32423e-05,        -5.72776e-05,        -0.000100555,        -0.000145966,        -0.000189171,         -0.00022833,        -0.000263014,        -0.000293444,        -0.000320079,        -0.000343429,        -0.000363969,
        -1.83604e-11,        -5.21254e-10,        -1.46879e-08,        -3.71369e-07,        -5.09383e-06,        -2.43349e-05,        -6.14466e-05,        -0.000111428,        -0.000166581,        -0.000220725,        -0.000270502,        -0.000314737,        -0.000353438,        -0.000387112,        -0.000416408,        -0.000441969,
        -2.11458e-11,          -5.885e-10,        -1.62794e-08,        -3.99298e-07,         -5.3028e-06,        -2.51854e-05,        -6.42999e-05,        -0.000118825,          -0.0001813,        -0.000244485,         -0.00030351,        -0.000356107,        -0.000401815,        -0.000441108,        -0.000474806,        -0.000503776,
        -2.42153e-11,        -6.63363e-10,        -1.80142e-08,        -4.28519e-07,        -5.50837e-06,        -2.59266e-05,        -6.65217e-05,         -0.00012435,         -0.00019241,        -0.000263008,        -0.000330143,         -0.00039037,        -0.000442475,        -0.000486669,        -0.000523846,        -0.000555103,
        -2.77396e-11,        -7.46468e-10,        -1.99036e-08,        -4.59109e-07,        -5.71363e-06,        -2.66095e-05,        -6.83947e-05,        -0.000128787,        -0.000201242,        -0.000277939,        -0.000352129,        -0.000419356,        -0.000477548,        -0.000526435,        -0.000566803,        -0.000599886,
        -3.17186e-11,        -8.38895e-10,        -2.19587e-08,        -4.91116e-07,           -5.92e-06,        -2.72577e-05,         -7.0054e-05,        -0.000132539,        -0.000208576,        -0.000290358,        -0.000370667,        -0.000444259,        -0.000508256,        -0.000561802,        -0.000605414,        -0.000640329,
        -3.61524e-11,        -9.41327e-10,        -2.41912e-08,        -5.24581e-07,        -6.12825e-06,        -2.78837e-05,        -7.15715e-05,        -0.000135831,        -0.000214876,        -0.000300977,        -0.000386617,        -0.000465959,         -0.00053543,        -0.000593586,        -0.000640585,        -0.000677546,
        -4.11546e-11,        -1.05479e-09,        -2.66132e-08,        -5.59537e-07,        -6.33885e-06,         -2.8495e-05,        -7.29897e-05,        -0.000138797,        -0.000220434,        -0.000310268,        -0.000400593,        -0.000485122,        -0.000559707,        -0.000622362,        -0.000672852,        -0.000712107,
