i,  t, Vdd, Vin,Vout1,Vout2,Vout3,Vout4,Vout5,Vout6,Vout7,Vout8,Vout9,Vout10,Vout11,Vout12,Ivdd, Ivin
1,                    0,                   1,                   0,            0.999988,          3.0892e-08,            0.999988,          3.0892e-08,            0.999988,          3.0892e-08,            0.999988,          3.0892e-08,            0.999988,          3.0892e-08,            0.999988,         3.05905e-08,          -0.0647589,         2.31124e-08,                 146,                    0
2,                1e-08,                   1,                   0,            0.999988,         3.08552e-08,            0.999988,         3.08552e-08,            0.999988,         3.08552e-08,            0.999988,         3.08552e-08,            0.999988,         3.08552e-08,            0.999988,         3.05905e-08,         7.63685e-08,         7.37442e-08,                 146,                    0
3,                2e-08,                   1,                 0.1,            0.999755,         3.11006e-08,            0.999988,          3.0892e-08,            0.999988,          3.0892e-08,            0.999988,          3.0892e-08,            0.999988,          3.0892e-08,            0.999988,         3.05905e-08,         2.86615e-07,         9.16821e-09,                  52,                    0
4,                3e-08,                   1,                 0.2,            0.995703,         3.50136e-08,            0.999988,          3.0892e-08,            0.999988,          3.0892e-08,            0.999988,          3.0892e-08,            0.999988,          3.0892e-08,            0.999988,         3.05905e-08,         3.37146e-06,            1.01e-08,                 229,                    0
5,                4e-08,                   1,                 0.3,            0.961463,         1.01278e-07,            0.999988,          3.0892e-08,            0.999988,          3.0892e-08,            0.999988,          3.0892e-08,            0.999988,          3.0892e-08,            0.999988,         3.05905e-08,         2.25078e-05,         1.29347e-08,                  97,                    0
6,                5e-08,                   1,                 0.4,            0.597919,          0.00650575,            0.999985,         3.08944e-08,            0.999988,          3.0892e-08,            0.999988,          3.0892e-08,            0.999988,          3.0892e-08,            0.999988,         3.05905e-08,         6.81652e-05,         2.78774e-08,                 489,                    0
7,                6e-08,                   1,                 0.5,           0.0373947,            0.999963,         3.09877e-08,            0.999988,         3.09652e-08,            0.999988,         3.09652e-08,            0.999988,         3.09652e-08,            0.999988,         3.09652e-08,            0.999988,         2.83684e-05,          2.2398e-08,                  52,                    0
8,                7e-08,                   1,                 0.6,          0.00622499,            0.999985,         3.08943e-08,            0.999988,          3.0892e-08,            0.999988,          3.0892e-08,            0.999988,          3.0892e-08,            0.999988,          3.0892e-08,            0.999988,         6.40439e-06,         1.69648e-08,                  49,                    0
9,                8e-08,                   1,                 0.7,          0.00047172,            0.999988,         3.08922e-08,            0.999988,          3.0892e-08,            0.999988,          3.0892e-08,            0.999988,          3.0892e-08,            0.999988,          3.0892e-08,            0.999988,         6.35846e-07,         1.82334e-08,                 202,                    0
10,                9e-08,                   1,                 0.8,         2.03206e-05,            0.999988,          3.0892e-08,            0.999988,          3.0892e-08,            0.999988,          3.0892e-08,            0.999988,          3.0892e-08,            0.999988,          3.0892e-08,            0.999988,         1.02931e-07,         9.76951e-09,                  50,                    0
