Index       TIME             V(VDD)            V(VIN)           V(VOUT1)          V(VOUT2)          V(VOUT3)          V(VOUT4)          V(VOUT5)          V(VOUT6)          V(VOUT7)          V(VOUT8)          V(VOUT9)          V(VOUT10)         V(VOUT11)         V(VOUT12)         {-I(VDD)}       {-I(VINPUT)}   
85       8.30000000e-07    1.00000000e+00   -1.00000000e+00    9.99999851e-01    3.07402476e-08    9.99987734e-01    3.07510651e-08    9.99987734e-01    3.07510630e-08    9.99987734e-01    3.07510631e-08    9.99987734e-01    3.07510631e-08    9.99987734e-01    3.05905253e-08    6.38908700e-08   -8.88073013e-11
86       8.40000000e-07    1.00000000e+00   -1.00000000e+00    9.99999851e-01    3.07402542e-08    9.99987734e-01    3.07510663e-08    9.99987734e-01    3.07510630e-08    9.99987734e-01    3.07510632e-08    9.99987734e-01    3.07510632e-08    9.99987734e-01    3.05905251e-08    6.38908700e-08   -8.88073029e-11
87       8.50000000e-07    1.00000000e+00   -1.00000000e+00    9.99999851e-01    3.07402598e-08    9.99987734e-01    3.07510672e-08    9.99987734e-01    3.07510630e-08    9.99987734e-01    3.07510632e-08    9.99987734e-01    3.07510632e-08    9.99987734e-01    3.05905250e-08    6.38908700e-08   -8.88073041e-11
88       8.60000000e-07    1.00000000e+00   -1.00000000e+00    9.99999851e-01    3.07402564e-08    9.99987734e-01    3.07510667e-08    9.99987734e-01    3.07510630e-08    9.99987734e-01    3.07510632e-08    9.99987734e-01    3.07510632e-08    9.99987734e-01    3.05905251e-08    6.38908700e-08   -8.88073034e-11
89       8.70000000e-07    1.00000000e+00   -1.00000000e+00    9.99999851e-01    3.07402531e-08    9.99987734e-01    3.07510661e-08    9.99987734e-01    3.07510630e-08    9.99987734e-01    3.07510632e-08    9.99987734e-01    3.07510632e-08    9.99987734e-01    3.05905252e-08    6.38908700e-08   -8.88073026e-11
90       8.80000000e-07    1.00000000e+00   -1.00000000e+00    9.99999851e-01    3.07402497e-08    9.99987734e-01    3.07510655e-08    9.99987734e-01    3.07510630e-08    9.99987734e-01    3.07510632e-08    9.99987734e-01    3.07510631e-08    9.99987734e-01    3.05905253e-08    6.38908700e-08   -8.88073018e-11
91       8.90000000e-07    1.00000000e+00   -1.00000000e+00    9.99999851e-01    3.07402464e-08    9.99987734e-01    3.07510650e-08    9.99987734e-01    3.07510630e-08    9.99987734e-01    3.07510632e-08    9.99987734e-01    3.07510631e-08    9.99987734e-01    3.05905254e-08    6.38908699e-08   -8.88073010e-11
92       9.00000000e-07    1.00000000e+00   -1.00000000e+00    9.99999851e-01    3.07402430e-08    9.99987734e-01    3.07510644e-08    9.99987734e-01    3.07510630e-08    9.99987734e-01    3.07510632e-08    9.99987734e-01    3.07510631e-08    9.99987734e-01    3.05905254e-08    6.38908699e-08   -8.88073003e-11
93       9.10000000e-07    1.00000000e+00   -1.00000000e+00    9.99999851e-01    3.07402397e-08    9.99987734e-01    3.07510638e-08    9.99987734e-01    3.07510630e-08    9.99987734e-01    3.07510632e-08    9.99987734e-01    3.07510631e-08    9.99987734e-01    3.05905255e-08    6.38908699e-08   -8.88072995e-11
94       9.20000000e-07    1.00000000e+00   -1.00000000e+00    9.99999851e-01    3.07402363e-08    9.99987734e-01    3.07510633e-08    9.99987734e-01    3.07510630e-08    9.99987734e-01    3.07510631e-08    9.99987734e-01    3.07510631e-08    9.99987734e-01    3.05905256e-08    6.38908699e-08   -8.88072987e-11
95       9.30000000e-07    1.00000000e+00   -1.00000000e+00    9.99999851e-01    3.07402330e-08    9.99987734e-01    3.07510627e-08    9.99987734e-01    3.07510630e-08    9.99987734e-01    3.07510631e-08    9.99987734e-01    3.07510631e-08    9.99987734e-01    3.05905257e-08    6.38908699e-08   -8.88072979e-11
96       9.40000000e-07    1.00000000e+00   -1.00000000e+00    9.99999851e-01    3.07402296e-08    9.99987734e-01    3.07510621e-08    9.99987734e-01    3.07510630e-08    9.99987734e-01    3.07510631e-08    9.99987734e-01    3.07510631e-08    9.99987734e-01    3.05905258e-08    6.38908699e-08   -8.88072971e-11
97       9.50000000e-07    1.00000000e+00   -1.00000000e+00    9.99999851e-01    3.07402263e-08    9.99987734e-01    3.07510616e-08    9.99987734e-01    3.07510630e-08    9.99987734e-01    3.07510631e-08    9.99987734e-01    3.07510631e-08    9.99987734e-01    3.05905258e-08    6.38908699e-08   -8.88072964e-11
98       9.60000000e-07    1.00000000e+00   -1.00000000e+00    9.99999851e-01    3.07402229e-08    9.99987734e-01    3.07510610e-08    9.99987734e-01    3.07510630e-08    9.99987734e-01    3.07510631e-08    9.99987734e-01    3.07510631e-08    9.99987734e-01    3.05905259e-08    6.38908699e-08   -8.88072956e-11
99       9.70000000e-07    1.00000000e+00   -1.00000000e+00    9.99999851e-01    3.07402195e-08    9.99987734e-01    3.07510604e-08    9.99987734e-01    3.07510630e-08    9.99987734e-01    3.07510631e-08    9.99987734e-01    3.07510630e-08    9.99987734e-01    3.05905260e-08    6.38908699e-08   -8.88072948e-11
100      9.80000000e-07    1.00000000e+00   -1.00000000e+00    9.99999851e-01    3.07402162e-08    9.99987734e-01    3.07510599e-08    9.99987734e-01    3.07510630e-08    9.99987734e-01    3.07510631e-08    9.99987734e-01    3.07510630e-08    9.99987734e-01    3.05905261e-08    6.38908699e-08   -8.88072940e-11
101      9.90000000e-07    1.00000000e+00   -1.00000000e+00    9.99999851e-01    3.07402128e-08    9.99987734e-01    3.07510593e-08    9.99987734e-01    3.07510631e-08    9.99987734e-01    3.07510631e-08    9.99987734e-01    3.07510630e-08    9.99987734e-01    3.05905262e-08    6.38908699e-08   -8.88072933e-11
102      1.00000000e-06    1.00000000e+00   -1.00000000e+00    9.99999851e-01    3.07402118e-08    9.99987734e-01    3.07510591e-08    9.99987734e-01    3.07510631e-08    9.99987734e-01    3.07510631e-08    9.99987734e-01    3.07510630e-08    9.99987734e-01    3.05905262e-08    6.38908699e-08   -8.88072930e-11
103      1.01000000e-06    1.00000000e+00   -1.00000000e+00    9.99999851e-01    3.07402162e-08    9.99987734e-01    3.07510599e-08    9.99987734e-01    3.07510631e-08    9.99987734e-01    3.07510631e-08    9.99987734e-01    3.07510630e-08    9.99987734e-01    3.05905261e-08    6.38908699e-08   -8.88072940e-11
104      1.02000000e-06    1.00000000e+00   -1.00000000e+00    9.99999851e-01    3.07402206e-08    9.99987734e-01    3.07510606e-08    9.99987734e-01    3.07510631e-08    9.99987734e-01    3.07510631e-08    9.99987734e-01    3.07510631e-08    9.99987734e-01    3.05905259e-08    6.38908699e-08   -8.88072951e-11
105      1.03000000e-06    1.00000000e+00   -1.00000000e+00    9.99999851e-01    3.07402250e-08    9.99987734e-01    3.07510614e-08    9.99987734e-01    3.07510631e-08    9.99987734e-01    3.07510631e-08    9.99987734e-01    3.07510631e-08    9.99987734e-01    3.05905258e-08    6.38908699e-08   -8.88072961e-11
106      1.04000000e-06    1.00000000e+00   -1.00000000e+00    9.99999851e-01    3.07402294e-08    9.99987734e-01    3.07510621e-08    9.99987734e-01    3.07510631e-08    9.99987734e-01    3.07510630e-08    9.99987734e-01    3.07510631e-08    9.99987734e-01    3.05905257e-08    6.38908699e-08   -8.88072971e-11
107      1.05000000e-06    1.00000000e+00   -1.00000000e+00    9.99999851e-01    3.07402338e-08    9.99987734e-01    3.07510629e-08    9.99987734e-01    3.07510631e-08    9.99987734e-01    3.07510630e-08    9.99987734e-01    3.07510631e-08    9.99987734e-01    3.05905255e-08    6.38908699e-08   -8.88072981e-11
108      1.06000000e-06    1.00000000e+00   -1.00000000e+00    9.99999851e-01    3.07402382e-08    9.99987734e-01    3.07510636e-08    9.99987734e-01    3.07510631e-08    9.99987734e-01    3.07510630e-08    9.99987734e-01    3.07510631e-08    9.99987734e-01    3.05905254e-08    6.38908699e-08   -8.88072991e-11
109      1.07000000e-06    1.00000000e+00   -1.00000000e+00    9.99999851e-01    3.07402426e-08    9.99987734e-01    3.07510644e-08    9.99987734e-01    3.07510631e-08    9.99987734e-01    3.07510630e-08    9.99987734e-01    3.07510632e-08    9.99987734e-01    3.05905253e-08    6.38908699e-08   -8.88073002e-11
110      1.08000000e-06    1.00000000e+00   -1.00000000e+00    9.99999851e-01    3.07402470e-08    9.99987734e-01    3.07510651e-08    9.99987734e-01    3.07510632e-08    9.99987734e-01    3.07510630e-08    9.99987734e-01    3.07510632e-08    9.99987734e-01    3.05905251e-08    6.38908700e-08   -8.88073012e-11
111      1.09000000e-06    1.00000000e+00   -1.00000000e+00    9.99999851e-01    3.07402514e-08    9.99987734e-01    3.07510659e-08    9.99987734e-01    3.07510632e-08    9.99987734e-01    3.07510630e-08    9.99987734e-01    3.07510632e-08    9.99987734e-01    3.05905250e-08    6.38908700e-08   -8.88073022e-11
112      1.10000000e-06    1.00000000e+00   -1.00000000e+00    9.99999851e-01    3.07402558e-08    9.99987734e-01    3.07510666e-08    9.99987734e-01    3.07510632e-08    9.99987734e-01    3.07510629e-08    9.99987734e-01    3.07510632e-08    9.99987734e-01    3.05905249e-08    6.38908700e-08   -8.88073032e-11
113      1.11000000e-06    1.00000000e+00   -1.00000000e+00    9.99999851e-01    3.07402602e-08    9.99987734e-01    3.07510674e-08    9.99987734e-01    3.07510632e-08    9.99987734e-01    3.07510629e-08    9.99987734e-01    3.07510632e-08    9.99987734e-01    3.05905248e-08    6.38908700e-08   -8.88073042e-11
114      1.12000000e-06    1.00000000e+00   -9.00000000e-01    1.00000241e+00    3.07395699e-08    9.99987734e-01    3.07510631e-08    9.99987734e-01    3.07510631e-08    9.99987734e-01    3.07510629e-08    9.99987734e-01    3.07510629e-08    9.99987734e-01    3.05905255e-08    5.61005882e-08    8.41279834e-09
115      1.13000000e-06    1.00000000e+00   -8.00000000e-01    1.00000249e+00    3.07399897e-08    9.99987734e-01    3.07510631e-08    9.99987734e-01    3.07510631e-08    9.99987734e-01    3.07510633e-08    9.99987734e-01    3.07510631e-08    9.99987734e-01    3.05905256e-08    5.60857885e-08    8.41889779e-09
116      1.14000000e-06    1.00000000e+00   -7.00000000e-01    1.00000258e+00    3.07397527e-08    9.99987734e-01    3.07510632e-08    9.99987734e-01    3.07510631e-08    9.99987734e-01    3.07510631e-08    9.99987734e-01    3.07510631e-08    9.99987734e-01    3.05905255e-08    5.60911914e-08    8.40477855e-09
117      1.15000000e-06    1.00000000e+00   -6.00000000e-01    1.00000268e+00    3.07397705e-08    9.99987734e-01    3.07510631e-08    9.99987734e-01    3.07510631e-08    9.99987734e-01    3.07510630e-08    9.99987734e-01    3.07510630e-08    9.99987734e-01    3.05905255e-08    5.61016898e-08    8.38602518e-09
118      1.16000000e-06    1.00000000e+00   -5.00000000e-01    1.00000281e+00    3.07403359e-08    9.99987734e-01    3.07510630e-08    9.99987734e-01    3.07510631e-08    9.99987734e-01    3.07510631e-08    9.99987734e-01    3.07510631e-08    9.99987734e-01    3.05905255e-08    5.61231427e-08    8.35730908e-09
119      1.17000000e-06    1.00000000e+00   -4.00000000e-01    1.00000294e+00    3.07409014e-08    9.99987734e-01    3.07510629e-08    9.99987734e-01    3.07510631e-08    9.99987734e-01    3.07510632e-08    9.99987734e-01    3.07510631e-08    9.99987734e-01    3.05905256e-08    5.61445957e-08    8.32859297e-09
120      1.18000000e-06    1.00000000e+00   -3.00000000e-01    1.00000308e+00    3.07414668e-08    9.99987734e-01    3.07510627e-08    9.99987734e-01    3.07510632e-08    9.99987734e-01    3.07510632e-08    9.99987734e-01    3.07510631e-08    9.99987734e-01    3.05905256e-08    5.61660486e-08    8.29987687e-09
121      1.19000000e-06    1.00000000e+00   -2.00000000e-01    1.00000017e+00    3.06911479e-08    9.99987734e-01    3.07510629e-08    9.99987734e-01    3.07510631e-08    9.99987734e-01    3.07510632e-08    9.99987734e-01    3.07510631e-08    9.99987734e-01    3.05905256e-08    5.94472623e-08    8.24245292e-09
122      1.20000000e-06    1.00000000e+00   -1.00000000e-01    9.99995914e-01    3.06181058e-08    9.99987734e-01    3.07510632e-08    9.99987734e-01    3.07510631e-08    9.99987734e-01    3.07510630e-08    9.99987734e-01    3.07510631e-08    9.99987734e-01    3.05905257e-08    6.41841659e-08    8.17220910e-09
123      1.21000000e-06    1.00000000e+00    0.00000000e+00    9.99991655e-01    3.05450638e-08    9.99987734e-01    3.07510634e-08    9.99987734e-01    3.07510630e-08    9.99987734e-01    3.07510629e-08    9.99987734e-01    3.07510630e-08    9.99987734e-01    3.05905257e-08    6.89210694e-08    8.10196528e-09
124      1.22000000e-06    1.00000000e+00    0.00000000e+00    9.99987734e-01    3.06490724e-08    9.99987734e-01    3.07510631e-08    9.99987734e-01    3.07510631e-08    9.99987734e-01    3.07510631e-08    9.99987734e-01    3.07510630e-08    9.99987734e-01    3.05905257e-08    7.63028992e-08   -5.96594747e-14
125      1.23000000e-06    1.00000000e+00    0.00000000e+00    9.99987734e-01    3.07358075e-08    9.99987734e-01    3.07510630e-08    9.99987734e-01    3.07510631e-08    9.99987734e-01    3.07510631e-08    9.99987734e-01    3.07510630e-08    9.99987734e-01    3.05905257e-08    7.63032749e-08   -2.10511307e-13
126      1.24000000e-06    1.00000000e+00    0.00000000e+00    9.99987734e-01    3.07510559e-08    9.99987734e-01    3.07510630e-08    9.99987734e-01    3.07510631e-08    9.99987734e-01    3.07510631e-08    9.99987734e-01    3.07510630e-08    9.99987734e-01    3.05905256e-08    7.63033409e-08   -2.37025458e-13
127      1.25000000e-06    1.00000000e+00    0.00000000e+00    9.99987734e-01    3.07510660e-08    9.99987734e-01    3.07510630e-08    9.99987734e-01    3.07510631e-08    9.99987734e-01    3.07510631e-08    9.99987734e-01    3.07510631e-08    9.99987734e-01    3.05905256e-08    7.63033409e-08   -2.37035453e-13
128      1.26000000e-06    1.00000000e+00    0.00000000e+00    9.99987734e-01    3.07510761e-08    9.99987734e-01    3.07510630e-08    9.99987734e-01    3.07510630e-08    9.99987734e-01    3.07510630e-08    9.99987734e-01    3.07510631e-08    9.99987734e-01    3.05905255e-08    7.63033410e-08   -2.37045447e-13
129      1.27000000e-06    1.00000000e+00    0.00000000e+00    9.99987734e-01    3.07510722e-08    9.99987734e-01    3.07510630e-08    9.99987734e-01    3.07510630e-08    9.99987734e-01    3.07510630e-08    9.99987734e-01    3.07510631e-08    9.99987734e-01    3.05905255e-08    7.63033410e-08   -2.37041146e-13
130      1.28000000e-06    1.00000000e+00    0.00000000e+00    9.99987734e-01    3.07510672e-08    9.99987734e-01    3.07510630e-08    9.99987734e-01    3.07510630e-08    9.99987734e-01    3.07510630e-08    9.99987734e-01    3.07510631e-08    9.99987734e-01    3.05905256e-08    7.63033409e-08   -2.37035657e-13
131      1.29000000e-06    1.00000000e+00    0.00000000e+00    9.99987734e-01    3.07510621e-08    9.99987734e-01    3.07510630e-08    9.99987734e-01    3.07510631e-08    9.99987734e-01    3.07510630e-08    9.99987734e-01    3.07510630e-08    9.99987734e-01    3.05905256e-08    7.63033409e-08   -2.37030169e-13
132      1.30000000e-06    1.00000000e+00    0.00000000e+00    9.99987734e-01    3.07510570e-08    9.99987734e-01    3.07510630e-08    9.99987734e-01    3.07510631e-08    9.99987734e-01    3.07510630e-08    9.99987734e-01    3.07510630e-08    9.99987734e-01    3.05905257e-08    7.63033409e-08   -2.37024680e-13
133      1.31000000e-06    1.00000000e+00    0.00000000e+00    9.99987734e-01    3.07510520e-08    9.99987734e-01    3.07510630e-08    9.99987734e-01    3.07510631e-08    9.99987734e-01    3.07510630e-08    9.99987734e-01    3.07510629e-08    9.99987734e-01    3.05905257e-08    7.63033409e-08   -2.37019192e-13
134      1.32000000e-06    1.00000000e+00    0.00000000e+00    9.99987734e-01    3.07510479e-08    9.99987734e-01    3.07510630e-08    9.99987734e-01    3.07510631e-08    9.99987734e-01    3.07510630e-08    9.99987734e-01    3.07510629e-08    9.99987734e-01    3.05905258e-08    7.63033409e-08   -2.37014748e-13
135      1.33000000e-06    1.00000000e+00    0.00000000e+00    9.99987734e-01    3.07510506e-08    9.99987734e-01    3.07510630e-08    9.99987734e-01    3.07510631e-08    9.99987734e-01    3.07510631e-08    9.99987734e-01    3.07510629e-08    9.99987734e-01    3.05905257e-08    7.63033409e-08   -2.37017860e-13
136      1.34000000e-06    1.00000000e+00    0.00000000e+00    9.99987734e-01    3.07510534e-08    9.99987734e-01    3.07510630e-08    9.99987734e-01    3.07510631e-08    9.99987734e-01    3.07510631e-08    9.99987734e-01    3.07510629e-08    9.99987734e-01    3.05905257e-08    7.63033409e-08   -2.37020971e-13
137      1.35000000e-06    1.00000000e+00    0.00000000e+00    9.99987734e-01    3.07510561e-08    9.99987734e-01    3.07510631e-08    9.99987734e-01    3.07510631e-08    9.99987734e-01    3.07510631e-08    9.99987734e-01    3.07510630e-08    9.99987734e-01    3.05905257e-08    7.63033409e-08   -2.37024082e-13
138      1.36000000e-06    1.00000000e+00    0.00000000e+00    9.99987734e-01    3.07510588e-08    9.99987734e-01    3.07510631e-08    9.99987734e-01    3.07510631e-08    9.99987734e-01    3.07510631e-08    9.99987734e-01    3.07510630e-08    9.99987734e-01    3.05905256e-08    7.63033409e-08   -2.37027194e-13
139      1.37000000e-06    1.00000000e+00    0.00000000e+00    9.99987734e-01    3.07510616e-08    9.99987734e-01    3.07510631e-08    9.99987734e-01    3.07510632e-08    9.99987734e-01    3.07510631e-08    9.99987734e-01    3.07510630e-08    9.99987734e-01    3.05905256e-08    7.63033409e-08   -2.37030305e-13
140      1.38000000e-06    1.00000000e+00    0.00000000e+00    9.99987734e-01    3.07510643e-08    9.99987734e-01    3.07510631e-08    9.99987734e-01    3.07510632e-08    9.99987734e-01    3.07510631e-08    9.99987734e-01    3.07510630e-08    9.99987734e-01    3.05905256e-08    7.63033409e-08   -2.37033417e-13
141      1.39000000e-06    1.00000000e+00    0.00000000e+00    9.99987734e-01    3.07510670e-08    9.99987734e-01    3.07510631e-08    9.99987734e-01    3.07510632e-08    9.99987734e-01    3.07510631e-08    9.99987734e-01    3.07510630e-08    9.99987734e-01    3.05905256e-08    7.63033409e-08   -2.37036528e-13
142      1.40000000e-06    1.00000000e+00    0.00000000e+00    9.99987734e-01    3.07510698e-08    9.99987734e-01    3.07510632e-08    9.99987734e-01    3.07510632e-08    9.99987734e-01    3.07510631e-08    9.99987734e-01    3.07510631e-08    9.99987734e-01    3.05905255e-08    7.63033410e-08   -2.37039639e-13
143      1.41000000e-06    1.00000000e+00    0.00000000e+00    9.99987734e-01    3.07510725e-08    9.99987734e-01    3.07510632e-08    9.99987734e-01    3.07510632e-08    9.99987734e-01    3.07510631e-08    9.99987734e-01    3.07510631e-08    9.99987734e-01    3.05905255e-08    7.63033410e-08   -2.37042751e-13
144      1.42000000e-06    1.00000000e+00    0.00000000e+00    9.99987734e-01    3.07510752e-08    9.99987734e-01    3.07510632e-08    9.99987734e-01    3.07510632e-08    9.99987734e-01    3.07510631e-08    9.99987734e-01    3.07510631e-08    9.99987734e-01    3.05905255e-08    7.63033410e-08   -2.37045862e-13
145      1.43000000e-06    1.00000000e+00    0.00000000e+00    9.99987734e-01    3.07510780e-08    9.99987734e-01    3.07510632e-08    9.99987734e-01    3.07510632e-08    9.99987734e-01    3.07510631e-08    9.99987734e-01    3.07510631e-08    9.99987734e-01    3.05905254e-08    7.63033410e-08   -2.37048974e-13
146      1.44000000e-06    1.00000000e+00    0.00000000e+00    9.99987734e-01    3.07510766e-08    9.99987734e-01    3.07510632e-08    9.99987734e-01    3.07510632e-08    9.99987734e-01    3.07510631e-08    9.99987734e-01    3.07510631e-08    9.99987734e-01    3.05905255e-08    7.63033410e-08   -2.37047293e-13
147      1.45000000e-06    1.00000000e+00    0.00000000e+00    9.99987734e-01    3.07510714e-08    9.99987734e-01    3.07510632e-08    9.99987734e-01    3.07510631e-08    9.99987734e-01    3.07510631e-08    9.99987734e-01    3.07510631e-08    9.99987734e-01    3.05905255e-08    7.63033410e-08   -2.37041148e-13
148      1.46000000e-06    1.00000000e+00    0.00000000e+00    9.99987734e-01    3.07510662e-08    9.99987734e-01    3.07510631e-08    9.99987734e-01    3.07510631e-08    9.99987734e-01    3.07510631e-08    9.99987734e-01    3.07510631e-08    9.99987734e-01    3.05905256e-08    7.63033409e-08   -2.37035003e-13
149      1.47000000e-06    1.00000000e+00    0.00000000e+00    9.99987734e-01    3.07510610e-08    9.99987734e-01    3.07510631e-08    9.99987734e-01    3.07510630e-08    9.99987734e-01    3.07510630e-08    9.99987734e-01    3.07510630e-08    9.99987734e-01    3.05905257e-08    7.63033409e-08   -2.37028857e-13
150      1.48000000e-06    1.00000000e+00    0.00000000e+00    9.99987734e-01    3.07510558e-08    9.99987734e-01    3.07510631e-08    9.99987734e-01    3.07510630e-08    9.99987734e-01    3.07510630e-08    9.99987734e-01    3.07510630e-08    9.99987734e-01    3.05905257e-08    7.63033409e-08   -2.37022712e-13
151      1.49000000e-06    1.00000000e+00    0.00000000e+00    9.99987734e-01    3.07510506e-08    9.99987734e-01    3.07510630e-08    9.99987734e-01    3.07510629e-08    9.99987734e-01    3.07510630e-08    9.99987734e-01    3.07510630e-08    9.99987734e-01    3.05905258e-08    7.63033409e-08   -2.37016567e-13
152      1.50000000e-06    1.00000000e+00    0.00000000e+00    9.99987734e-01    3.07510454e-08    9.99987734e-01    3.07510630e-08    9.99987734e-01    3.07510629e-08    9.99987734e-01    3.07510630e-08    9.99987734e-01    3.07510629e-08    9.99987734e-01    3.05905259e-08    7.63033409e-08   -2.37010421e-13
153      1.50000000e-06    1.00000000e+00    0.00000000e+00    9.99987734e-01    3.07510454e-08    9.99987734e-01    3.07510630e-08    9.99987734e-01    3.07510629e-08    9.99987734e-01    3.07510630e-08    9.99987734e-01    3.07510629e-08    9.99987734e-01    3.05905259e-08    7.63033409e-08   -2.37010421e-13
End of Xyce(TM) Simulation
