Index       TIME             V(BULK)          V(DRAIN)           V(GATE)          V(SOURCE)       {-I(VDRAIN)}       {-I(VGATE)}       {-I(VBULK)}      {-I(VSOURCE)}  
0        0.00000000e+00    0.00000000e+00    1.10000000e+00    0.00000000e+00    0.00000000e+00    1.53941160e-08   -2.59889103e-13   -9.95994664e-11   -1.52942566e-08
1        1.00000000e-08    0.00000000e+00    1.10000000e+00    0.00000000e+00    0.00000000e+00    1.53941160e-08   -2.59889103e-13   -9.95994664e-11   -1.52942566e-08
2        2.00000000e-08    0.00000000e+00    1.10000000e+00    1.00000000e-01    0.00000000e+00    3.58452394e-07    1.48540294e-09   -9.00791206e-11   -3.59847718e-07
3        3.00000000e-08    0.00000000e+00    1.10000000e+00    2.00000000e-01    0.00000000e+00    6.92415780e-06    1.87027184e-09   -8.05610965e-11   -6.92594751e-06
4        4.00000000e-08    0.00000000e+00    1.10000000e+00    3.00000000e-01    0.00000000e+00    3.57510111e-05    2.42712671e-09   -7.10471134e-11   -3.57533672e-05
5        5.00000000e-08    0.00000000e+00    1.10000000e+00    4.00000000e-01    0.00000000e+00    9.00248791e-05    3.05530286e-09   -6.15374836e-11   -9.00278728e-05
6        6.00000000e-08    0.00000000e+00    1.10000000e+00    5.00000000e-01    0.00000000e+00    1.44298747e-04    3.68347901e-09   -5.20278538e-11   -1.44302378e-04
7        7.00000000e-08    0.00000000e+00    1.10000000e+00    6.00000000e-01    0.00000000e+00    2.32025861e-04    3.84823592e-09   -4.26404569e-11   -2.32029667e-04
8        8.00000000e-08    0.00000000e+00    1.10000000e+00    7.00000000e-01    0.00000000e+00    3.24314782e-04    3.94979930e-09   -3.32697280e-11   -3.24318699e-04
9        9.00000000e-08    0.00000000e+00    1.10000000e+00    8.00000000e-01    0.00000000e+00    4.16603703e-04    4.05136268e-09   -2.38989992e-11   -4.16607730e-04
10       1.00000000e-07    0.00000000e+00    1.10000000e+00    9.00000000e-01    0.00000000e+00    5.08892624e-04    4.15292606e-09   -1.45282704e-11   -5.08896762e-04
11       1.10000000e-07    0.00000000e+00    1.10000000e+00    1.00000000e+00    0.00000000e+00    6.01181544e-04    4.25448944e-09   -5.15754160e-12   -6.01185794e-04
12       1.20000000e-07    0.00000000e+00    1.10000000e+00    1.00000000e+00    0.00000000e+00    6.01183524e-04    4.44413781e-13   -5.15754160e-12   -6.01183519e-04
13       1.30000000e-07    0.00000000e+00    1.10000000e+00    1.00000000e+00    0.00000000e+00    6.01183524e-04    4.44413680e-13   -5.15754160e-12   -6.01183519e-04
14       1.40000000e-07    0.00000000e+00    1.10000000e+00    1.00000000e+00    0.00000000e+00    6.01183524e-04    4.44413680e-13   -5.15754160e-12   -6.01183519e-04
15       1.50000000e-07    0.00000000e+00    1.10000000e+00    1.00000000e+00    0.00000000e+00    6.01183524e-04    4.44413680e-13   -5.15754160e-12   -6.01183519e-04
16       1.60000000e-07    0.00000000e+00    1.10000000e+00    1.00000000e+00    0.00000000e+00    6.01183524e-04    4.44413680e-13   -5.15754160e-12   -6.01183519e-04
17       1.70000000e-07    0.00000000e+00    1.10000000e+00    1.00000000e+00    0.00000000e+00    6.01183524e-04    4.44413680e-13   -5.15754160e-12   -6.01183519e-04
18       1.80000000e-07    0.00000000e+00    1.10000000e+00    1.00000000e+00    0.00000000e+00    6.01183524e-04    4.44413680e-13   -5.15754160e-12   -6.01183519e-04
19       1.90000000e-07    0.00000000e+00    1.10000000e+00    1.00000000e+00    0.00000000e+00    6.01183524e-04    4.44413680e-13   -5.15754160e-12   -6.01183519e-04
20       2.00000000e-07    0.00000000e+00    1.10000000e+00    1.00000000e+00    0.00000000e+00    6.01183524e-04    4.44413680e-13   -5.15754160e-12   -6.01183519e-04
21       2.10000000e-07    0.00000000e+00    1.10000000e+00    1.00000000e+00    0.00000000e+00    6.01183524e-04    4.44413680e-13   -5.15754160e-12   -6.01183519e-04
22       2.20000000e-07    0.00000000e+00    1.10000000e+00    1.00000000e+00    0.00000000e+00    6.01183524e-04    4.44413680e-13   -5.15754160e-12   -6.01183519e-04
23       2.30000000e-07    0.00000000e+00    1.10000000e+00    1.00000000e+00    0.00000000e+00    6.01183524e-04    4.44413680e-13   -5.15754160e-12   -6.01183519e-04
24       2.40000000e-07    0.00000000e+00    1.10000000e+00    1.00000000e+00    0.00000000e+00    6.01183524e-04    4.44413680e-13   -5.15754160e-12   -6.01183519e-04
25       2.50000000e-07    0.00000000e+00    1.10000000e+00    1.00000000e+00    0.00000000e+00    6.01183524e-04    4.44413680e-13   -5.15754160e-12   -6.01183519e-04
26       2.60000000e-07    0.00000000e+00    1.10000000e+00    1.00000000e+00    0.00000000e+00    6.01183524e-04    4.44413680e-13   -5.15754160e-12   -6.01183519e-04
27       2.70000000e-07    0.00000000e+00    1.10000000e+00    1.00000000e+00    0.00000000e+00    6.01183524e-04    4.44413680e-13   -5.15754160e-12   -6.01183519e-04
28       2.80000000e-07    0.00000000e+00    1.10000000e+00    1.00000000e+00    0.00000000e+00    6.01183524e-04    4.44413680e-13   -5.15754160e-12   -6.01183519e-04
29       2.90000000e-07    0.00000000e+00    1.10000000e+00    1.00000000e+00    0.00000000e+00    6.01183524e-04    4.44413680e-13   -5.15754160e-12   -6.01183519e-04
30       3.00000000e-07    0.00000000e+00    1.10000000e+00    1.00000000e+00    0.00000000e+00    6.01183524e-04    4.44413680e-13   -5.15754160e-12   -6.01183519e-04
31       3.10000000e-07    0.00000000e+00    1.10000000e+00    1.00000000e+00    0.00000000e+00    6.01183524e-04    4.44413680e-13   -5.15754160e-12   -6.01183519e-04
32       3.20000000e-07    0.00000000e+00    1.10000000e+00    1.00000000e+00    0.00000000e+00    6.01183524e-04    4.44413680e-13   -5.15754160e-12   -6.01183519e-04
33       3.30000000e-07    0.00000000e+00    1.10000000e+00    1.00000000e+00    0.00000000e+00    6.01183524e-04    4.44413680e-13   -5.15754160e-12   -6.01183519e-04
34       3.40000000e-07    0.00000000e+00    1.10000000e+00    1.00000000e+00    0.00000000e+00    6.01183524e-04    4.44413680e-13   -5.15754160e-12   -6.01183519e-04
35       3.50000000e-07    0.00000000e+00    1.10000000e+00    1.00000000e+00    0.00000000e+00    6.01183524e-04    4.44413680e-13   -5.15754160e-12   -6.01183519e-04
36       3.60000000e-07    0.00000000e+00    1.10000000e+00    1.00000000e+00    0.00000000e+00    6.01183524e-04    4.44413680e-13   -5.15754160e-12   -6.01183519e-04
37       3.70000000e-07    0.00000000e+00    1.10000000e+00    1.00000000e+00    0.00000000e+00    6.01183524e-04    4.44413680e-13   -5.15754160e-12   -6.01183519e-04
38       3.80000000e-07    0.00000000e+00    1.10000000e+00    1.00000000e+00    0.00000000e+00    6.01183524e-04    4.44413680e-13   -5.15754160e-12   -6.01183519e-04
39       3.90000000e-07    0.00000000e+00    1.10000000e+00    1.00000000e+00    0.00000000e+00    6.01183524e-04    4.44413680e-13   -5.15754160e-12   -6.01183519e-04
40       4.00000000e-07    0.00000000e+00    1.10000000e+00    1.00000000e+00    0.00000000e+00    6.01183524e-04    4.44413680e-13   -5.15754160e-12   -6.01183519e-04
