Index       TIME             V(BULK)          V(DRAIN)           V(GATE)          V(SOURCE)       {-I(VDRAIN)}       {-I(VGATE)}       {-I(VBULK)}      {-I(VSOURCE)}  
19       1.90000000e-07    0.00000000e+00   -1.00000000e+00   -1.00000000e+00    0.00000000e+00   -4.00592634e-04   -1.87543303e-13   -0.00000000e+00    4.00592634e-04
20       2.00000000e-07    0.00000000e+00   -1.00000000e+00   -1.00000000e+00    0.00000000e+00   -4.00592634e-04   -1.87543303e-13   -0.00000000e+00    4.00592634e-04
21       2.10000000e-07    0.00000000e+00   -1.00000000e+00   -1.00000000e+00    0.00000000e+00   -4.00592634e-04   -1.87543303e-13   -0.00000000e+00    4.00592634e-04
22       2.20000000e-07    0.00000000e+00   -1.00000000e+00   -1.00000000e+00    0.00000000e+00   -4.00592634e-04   -1.87543303e-13   -0.00000000e+00    4.00592634e-04
23       2.30000000e-07    0.00000000e+00   -1.00000000e+00   -1.00000000e+00    0.00000000e+00   -4.00592634e-04   -1.87543303e-13   -0.00000000e+00    4.00592634e-04
24       2.40000000e-07    0.00000000e+00   -1.00000000e+00   -1.00000000e+00    0.00000000e+00   -4.00592634e-04   -1.87543303e-13   -0.00000000e+00    4.00592634e-04
25       2.50000000e-07    0.00000000e+00   -1.00000000e+00   -1.00000000e+00    0.00000000e+00   -4.00592634e-04   -1.87543303e-13   -0.00000000e+00    4.00592634e-04
26       2.60000000e-07    0.00000000e+00   -1.00000000e+00   -1.00000000e+00    0.00000000e+00   -4.00592634e-04   -1.87543303e-13   -0.00000000e+00    4.00592634e-04
27       2.70000000e-07    0.00000000e+00   -1.00000000e+00   -1.00000000e+00    0.00000000e+00   -4.00592634e-04   -1.87543303e-13   -0.00000000e+00    4.00592634e-04
28       2.80000000e-07    0.00000000e+00   -1.00000000e+00   -1.00000000e+00    0.00000000e+00   -4.00592634e-04   -1.87543303e-13   -0.00000000e+00    4.00592634e-04
29       2.90000000e-07    0.00000000e+00   -1.00000000e+00   -1.00000000e+00    0.00000000e+00   -4.00592634e-04   -1.87543303e-13   -0.00000000e+00    4.00592634e-04
30       3.00000000e-07    0.00000000e+00   -1.00000000e+00   -1.00000000e+00    0.00000000e+00   -4.00592634e-04   -1.87543303e-13   -0.00000000e+00    4.00592634e-04
31       3.10000000e-07    0.00000000e+00   -1.00000000e+00   -1.00000000e+00    0.00000000e+00   -4.00592634e-04   -1.87543303e-13   -0.00000000e+00    4.00592634e-04
32       3.20000000e-07    0.00000000e+00   -1.00000000e+00   -1.00000000e+00    0.00000000e+00   -4.00592634e-04   -1.87543303e-13   -0.00000000e+00    4.00592634e-04
33       3.30000000e-07    0.00000000e+00   -1.00000000e+00   -1.00000000e+00    0.00000000e+00   -4.00592634e-04   -1.87543303e-13   -0.00000000e+00    4.00592634e-04
